Crop Type,Variety,Soil Type,Soil pH,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Organic Matter (%),Temperature (°C),Precipitation (mm),Fertilizer Type,Fertilizer Amount (kg/ha),Irrigation Type,Irrigation Frequency,Yield (kg/ha),Quality (Grade)
Wheat,E,Peaty,6,32.74,46.03,91,2.5,25.5,70.2,Compost,21.46,Manual,Weekly,5582.95,B
Maize,A,Sandy,6,92.08,41.52,59.25,3.15,34.1,8.8,Compost,64.86,Drip,Monthly,1439.03,E
Wheat,D,Loamy,6.7,81.73,12.86,44.78,3.23,21.5,56.2,Organic,64.68,Flood,Monthly,2157.19,E
Rice,D,Silty,7.4,88,34.7,63.24,4.04,31.2,19,Urea,91.82,Drip,Monthly,7884.62,E
Maize,B,Loamy,7.5,85.33,11.01,43.44,3.86,21,18.8,Urea,26.91,Flood,Monthly,6135.6,E
Maize,B,Peaty,7,56.77,37.74,58.53,3.18,21.4,193.7,Compost,22.89,Manual,Biweekly,3322.28,E
Soybean,D,Loamy,7.2,71.56,44.31,78.74,2.17,33.4,88.4,Urea,88.59,Flood,Biweekly,7967.33,D
Rice,B,Peaty,6.4,88.86,19.91,69.76,4.96,17.9,172.2,Urea,67.15,Manual,Monthly,6776.95,A
Soybean,D,Sandy,6.9,42.34,20.31,99.57,1.31,18.8,117.6,DAP,88.54,Manual,Weekly,3829.96,A
Wheat,D,Clay,6.8,61.47,5.91,86.11,2.5,29.7,130.5,Compost,74.27,Manual,Weekly,3737,C
Cotton,D,Peaty,7.3,23.91,11.56,77.23,3.54,23,81.4,Urea,65.54,Drip,Biweekly,3843.71,A
Cotton,A,Sandy,7.6,53.83,6.18,87.73,2.29,31.2,4.7,Compost,28.01,Flood,Monthly,5359.2,B
Soybean,D,Silty,7.4,73.59,33.46,32.72,3.07,30.5,62.8,Compost,51.58,Flood,Daily,6695.69,E
Cotton,D,Silty,5.7,85.45,24.71,40.49,2.46,22.3,69.3,Urea,75.09,Manual,Weekly,5354.75,B
Soybean,C,Clay,5.5,98.38,18.69,65.44,3.2,31.7,163.9,Urea,52.21,Drip,Biweekly,1934.22,A
Rice,E,Peaty,7.7,72.36,26.94,47.86,1.99,27,50.6,MOP,20.53,Sprinkler,Monthly,3756.5,A
Rice,B,Clay,6.5,80.91,43.91,54.93,3.85,25.2,137.9,DAP,38.85,Flood,Biweekly,7786.33,B
Cotton,A,Clay,7,91.4,24.43,68.89,2.32,28.7,55.6,Urea,50.33,Flood,Daily,6374.93,A
Rice,C,Silty,7,43.85,8.69,30.96,3.22,16.7,41.4,DAP,64.87,Sprinkler,Monthly,7159.3,B
Cotton,A,Clay,5.7,91.06,12.44,17.42,4.96,28.2,26.5,Compost,28.85,Drip,Biweekly,7689.01,E
Maize,D,Peaty,7.6,68.83,40.18,87.16,3.5,34.9,113.9,Urea,60.72,Sprinkler,Biweekly,4018.98,A
Maize,C,Silty,6.4,11.28,8.4,65.43,1.64,22.6,162.9,Organic,27.6,Drip,Weekly,1542.35,C
Maize,B,Sandy,6.5,52.11,7.39,95.55,4.98,34.5,43,DAP,88.7,Manual,Monthly,5086.35,E
Soybean,A,Loamy,6.9,76.27,15.97,19.31,3.09,25.3,173,DAP,84.98,Sprinkler,Biweekly,7070.57,E
Maize,E,Silty,6.9,84.87,8.06,81.11,3.81,31.8,157.1,MOP,48.94,Flood,Monthly,2755.17,A
Cotton,E,Loamy,7.3,23.4,6.63,27.04,2.09,25.2,183.4,DAP,61.48,Drip,Daily,3801.97,A
Cotton,B,Loamy,7.2,57.59,43.94,98.42,3.38,24.5,55,Urea,93.24,Manual,Biweekly,1873.88,B
Wheat,E,Clay,6.4,53,10.46,56.64,3.63,21.3,172.9,Compost,57.52,Drip,Weekly,3992.52,E
Maize,C,Silty,7.5,28.41,44.81,34.87,4.54,18.6,119.2,DAP,71.04,Flood,Biweekly,1328.82,A
Rice,E,Loamy,7.3,20.57,35.44,77.34,2.81,22.5,169.7,Organic,67.6,Flood,Weekly,6222.42,C
Cotton,C,Sandy,7.1,94.42,22.5,57.36,2,16.2,89.1,DAP,24.24,Manual,Biweekly,4086.28,B
Maize,B,Clay,7.7,63.11,47.5,87.52,2.18,19.3,97,Urea,25.22,Drip,Biweekly,4597.42,E
Maize,C,Sandy,7.1,99.15,13.2,37.06,2.65,23,105,MOP,79.93,Sprinkler,Daily,1109.94,B
Wheat,E,Loamy,7.4,11.6,5.93,36.99,2.47,21.9,54.1,Organic,71.78,Sprinkler,Monthly,5278.45,A
Rice,C,Clay,7.2,83.92,31.26,35.95,3.95,23.1,44.3,DAP,22.69,Flood,Daily,4050.78,B
Soybean,E,Silty,5.7,55.53,40.7,27.38,2.59,21.1,89.1,Compost,40.94,Drip,Monthly,1976.65,A
Rice,C,Sandy,6.3,82.67,10.76,35.89,3.6,27.6,152.4,Organic,44.56,Manual,Biweekly,5936.12,C
Cotton,E,Loamy,6.8,22.16,33.65,70.85,2.87,27.8,3.5,Compost,31.92,Manual,Weekly,4204.17,A
Soybean,E,Silty,7.4,39.77,30.31,67.94,1.68,31.7,148.3,Urea,37.57,Drip,Weekly,3573.53,C
Maize,C,Clay,7.5,66.61,28.03,48.12,3.78,17.9,75.8,DAP,94.66,Drip,Biweekly,5357.24,E
Rice,E,Clay,7.8,12.98,32.95,22.92,4.69,31.9,11.8,Organic,82.07,Manual,Monthly,6312.86,D
Rice,E,Clay,6.5,41.2,44.2,15.31,3.54,17,39.9,Compost,90.23,Manual,Weekly,2064.83,E
Maize,E,Sandy,7.6,64.76,16.87,12.93,4.66,29.6,126.9,Compost,74.94,Sprinkler,Weekly,3427.13,A
Wheat,D,Sandy,5.6,85.59,12.56,70.05,4.69,21.8,80.2,Compost,36.86,Flood,Monthly,2527.72,C
Rice,E,Silty,7.9,29.19,10.21,79.51,4.39,24.6,13.1,DAP,57.48,Flood,Biweekly,6996.53,C
Soybean,E,Sandy,6.1,15.59,36.32,22.89,2.02,15.9,11.3,Compost,32.81,Manual,Daily,3087.33,D
Wheat,A,Peaty,6.1,70.95,15.78,13.76,2.27,31.3,151.7,MOP,99.76,Flood,Weekly,6776.86,D
Soybean,C,Peaty,7,72.67,27.9,13.91,2.72,16.9,191.4,Organic,87.68,Drip,Daily,5773.81,A
Maize,D,Loamy,6.8,78.03,35.49,63.92,4.35,32.4,75.4,DAP,78.72,Sprinkler,Daily,3360.17,E
Wheat,D,Loamy,5.6,91.55,24.89,71.16,4.92,29.7,99.7,Urea,84.31,Sprinkler,Daily,5596.36,D
Wheat,B,Loamy,5.7,88.08,43.23,31.72,1.23,23.5,138.9,Organic,92.31,Drip,Monthly,5351.33,D
Maize,E,Clay,5.6,95.6,20.28,14.9,2.55,20.3,117.4,MOP,26.42,Sprinkler,Biweekly,6402.67,A
Soybean,B,Loamy,7.5,42.39,20.59,45.77,2.23,21.5,74.2,Urea,52.74,Drip,Monthly,5296.12,E
Cotton,D,Loamy,6.7,11.8,9.64,71.84,2.93,29.4,55.3,MOP,89.59,Manual,Biweekly,1081.03,D
Cotton,C,Peaty,7.8,70.08,45.88,94.48,1.13,22,140.9,DAP,75.13,Manual,Biweekly,4121.12,E
Wheat,B,Loamy,6.4,17.44,48.97,71.5,2.36,31.1,195,Compost,67.11,Sprinkler,Monthly,1219.47,D
Wheat,C,Loamy,6.7,62.19,24.13,13.98,4.53,26.6,166.8,Urea,76.37,Manual,Biweekly,5740.71,E
Wheat,D,Loamy,7.2,82.72,40.89,45.53,4.55,17.7,145.2,Urea,56.78,Sprinkler,Biweekly,1613.48,B
Rice,A,Clay,7,27.02,18.39,82.28,4.54,21.7,184.6,MOP,44.08,Drip,Daily,2890.64,E
Rice,C,Loamy,6.5,48.84,18.37,94.74,4.13,32,133.7,Compost,79.95,Sprinkler,Monthly,6758.21,D
Maize,A,Loamy,7.7,65.46,11,85.36,2.6,15.6,55.1,Urea,41.82,Flood,Monthly,4514.7,C
Soybean,B,Clay,7.7,71.94,36.55,89.18,2.4,18.3,188.7,Urea,45.01,Sprinkler,Biweekly,3365.23,C
Wheat,A,Clay,6.7,36.28,37.71,81.57,4.3,17.2,48.3,Urea,53.34,Manual,Monthly,5458.86,C
Cotton,D,Clay,5.7,57.88,28.73,67.23,4.41,29.7,100,Organic,66.83,Flood,Monthly,3407.51,E
Maize,D,Loamy,6.5,45.41,36.73,98.2,2.18,31.7,57.3,DAP,58.38,Flood,Biweekly,3852.5,D
Maize,A,Sandy,7.7,35.61,33.79,52.2,3.92,34.7,126,MOP,71.68,Drip,Monthly,3702.38,B
Cotton,C,Peaty,6.5,72.31,28.25,41.63,3.35,27.9,126,Compost,31.27,Sprinkler,Weekly,1128.31,A
Cotton,C,Sandy,6.7,46.71,45.72,62.9,2.01,25.1,94.6,Organic,46.27,Sprinkler,Biweekly,6111.13,C
Soybean,D,Clay,5.7,56.03,17.52,12.63,3.66,32.1,156.4,Compost,68.61,Sprinkler,Monthly,4668.12,D
Wheat,D,Peaty,6,54.48,10.15,49.16,3.77,20.1,20.8,Urea,94.11,Manual,Biweekly,6216.5,A
Soybean,B,Loamy,6.8,11.22,9.13,59.53,2.04,21.1,147,Organic,51.38,Sprinkler,Monthly,5109.25,D
Rice,B,Silty,6.8,22.52,16.23,74.68,4.93,16.5,156.2,Compost,38.18,Drip,Daily,3642.6,D
Soybean,C,Clay,5.9,84.93,14.28,22.37,3.27,17.2,80.9,MOP,64.62,Manual,Daily,6282.83,B
Maize,D,Silty,7.1,75.59,6.97,47.55,2.44,17.6,44.8,Organic,97.98,Sprinkler,Monthly,7405.45,A
Soybean,A,Loamy,6.4,78.87,36.99,62.59,4.24,23.6,79.6,Compost,57.19,Drip,Daily,5658.93,B
Maize,A,Clay,7.2,34.15,20.33,22.55,1.53,17.5,99.6,Compost,21.85,Flood,Daily,1102.26,C
Cotton,A,Peaty,6,72.66,17.23,70.81,1.61,33.3,190.6,DAP,31.24,Drip,Weekly,7010.63,D
Wheat,C,Loamy,7,11.84,30.51,42.05,3.95,28.6,179.2,Urea,87.62,Drip,Daily,6620.33,B
Cotton,D,Loamy,7.2,77.6,21.84,72.21,2.4,27.1,161,MOP,44.93,Flood,Monthly,5054.07,B
Wheat,A,Loamy,6.3,33.23,48.54,83.72,1.29,18.9,29.2,DAP,96.85,Flood,Weekly,2074.74,A
Rice,B,Loamy,8,27.77,37.92,90.87,3.4,25.3,20.7,Organic,33.47,Manual,Weekly,4930.9,E
Cotton,C,Sandy,7.9,50.66,18.05,72.85,1.23,27.6,70.2,Organic,21.97,Drip,Weekly,7995.05,E
Maize,B,Sandy,6.4,94.93,16.64,65.89,3.43,18.5,94.3,MOP,30.26,Flood,Monthly,1841.16,C
Cotton,C,Sandy,6.4,74.84,18.39,99.24,4.94,15.1,49.7,Compost,44.57,Manual,Biweekly,7722.75,B
Cotton,A,Loamy,7.5,72.56,20.18,70.09,1.57,15.9,55.5,Organic,61.73,Manual,Biweekly,1081.22,E
Maize,C,Silty,7.8,64.33,18.99,39.18,4.51,20.9,4.3,Urea,40,Sprinkler,Biweekly,6045.12,B
Wheat,B,Silty,6.8,11.67,46.22,30.75,4.95,18.7,34.5,Urea,31.51,Sprinkler,Monthly,2600.41,B
Wheat,E,Silty,6.8,95.53,37.63,73.31,1.22,31.1,54.4,Urea,28.03,Flood,Weekly,4183.15,E
Maize,E,Sandy,7.7,91.72,40.93,80.72,2.48,21.6,48.4,DAP,37.99,Manual,Weekly,4894.72,D
Soybean,C,Clay,7.8,90.38,48.26,20.29,2.76,30.5,46.7,Compost,86.5,Sprinkler,Monthly,5499.89,D
Cotton,D,Silty,7.8,47.61,37.47,25.89,3.72,31.1,54.3,Compost,78.87,Manual,Daily,5707.3,D
Cotton,A,Sandy,6.8,34.38,28.22,20.35,4.48,24.3,192.6,MOP,41.29,Flood,Weekly,7363.6,C
Soybean,A,Loamy,5.9,45.86,13.19,42.62,1.74,34,61.3,Urea,20.98,Manual,Daily,4323.06,E
Wheat,B,Clay,7.6,17.82,16.75,29.43,3.51,28.4,184.2,MOP,40.71,Sprinkler,Daily,6197.04,B
Maize,B,Loamy,6.6,34.58,13.18,92.81,2.31,25.9,174.9,Compost,31.28,Flood,Monthly,3794.77,E
Rice,C,Clay,6.6,57.26,37.68,77.47,4.42,28.3,27.5,Urea,73.93,Sprinkler,Monthly,2508.12,D
Rice,B,Sandy,6.2,94.25,44.94,66.4,2.54,30.7,9.1,Urea,59.77,Manual,Biweekly,1001.91,B
Rice,A,Peaty,5.5,49.15,49.14,20.78,1.42,24,101.1,MOP,56.65,Drip,Biweekly,2684.55,B
Soybean,A,Peaty,7.8,91.1,48.83,21.93,2.24,27.4,94.3,Compost,94.4,Drip,Monthly,5318.71,C
Cotton,B,Sandy,6.9,55.8,36.91,39.63,4.86,25.7,150.7,DAP,51.05,Flood,Daily,6152.55,B
Soybean,C,Peaty,6,81.96,44.67,74.13,4.8,19.8,120.5,Urea,50.31,Flood,Monthly,1476.22,B
Soybean,D,Sandy,7,14.97,10.03,56.03,4.5,19,89.7,MOP,98.39,Manual,Daily,7306.76,B
Soybean,A,Peaty,6,26.41,42.37,72.48,2.72,22.4,99.7,Urea,43.83,Drip,Biweekly,6589.31,C
Soybean,A,Silty,6.2,44.96,33,56.2,1.32,21.3,77.1,Compost,47.49,Flood,Biweekly,6285.08,B
Soybean,E,Peaty,6.7,39.36,21.27,75.17,3.03,34.8,173.2,Organic,91.93,Manual,Biweekly,5524.39,A
Wheat,C,Clay,6.2,77.57,6.51,54.09,3.58,18,97.8,Compost,51.88,Sprinkler,Monthly,6197.57,E
Soybean,D,Loamy,6.3,67.25,44.39,79.62,3.93,20.1,66.9,Compost,35.23,Sprinkler,Biweekly,7032.01,C
Wheat,D,Clay,6,59.03,47.64,62.25,2.34,31.6,34.8,MOP,44.87,Manual,Weekly,1497.28,B
Cotton,D,Loamy,7.8,99.92,15.41,76.83,3.55,29.7,70.6,Organic,34.12,Flood,Daily,2466.24,B
Wheat,B,Peaty,6,43.91,41.69,24.99,2.41,27.7,194.5,Urea,24.67,Flood,Biweekly,4273.95,A
Soybean,D,Silty,6.1,30.4,21.02,45.76,2.65,34.2,108,Compost,43.3,Sprinkler,Weekly,5033.01,E
Maize,D,Clay,7.5,15.34,36.05,51.81,2.74,28.2,32.6,Urea,75.56,Sprinkler,Daily,1512.6,E
Rice,D,Clay,6.3,48.23,49.17,17.71,4.02,16.7,77.5,Urea,21.98,Drip,Biweekly,3340.56,B
Cotton,A,Silty,6.9,27.54,48.81,33.14,2.3,26.8,24.6,Compost,52.64,Manual,Weekly,6828.2,E
Maize,A,Peaty,5.8,44.05,41.22,50.63,2.65,28.7,112.2,Organic,64.22,Manual,Biweekly,3676.81,E
Soybean,B,Loamy,5.5,23.17,26.87,88.43,3.12,16.8,77.9,Compost,57.97,Drip,Weekly,1061.35,B
Rice,B,Loamy,7.4,60.19,46.66,45.55,4.43,26,191.8,DAP,44.63,Manual,Monthly,3661.9,B
Cotton,B,Silty,6.4,92.01,42.22,49.87,2.61,25.8,32.1,Urea,41.46,Drip,Weekly,3212,A
Soybean,E,Sandy,7.6,40.05,28.48,30.15,1.98,30.1,65.7,Urea,40.33,Flood,Biweekly,3013.22,D
Soybean,A,Peaty,6.8,25.41,40.8,62.55,4.98,26.8,150.4,Organic,41.19,Flood,Daily,4756.87,E
Rice,E,Sandy,7.4,44.17,32.56,57.53,3.51,16.8,130.7,MOP,38.46,Sprinkler,Biweekly,3055.02,A
Soybean,A,Silty,5.6,51.81,35.79,73.48,2.13,28.3,87.8,DAP,53.74,Drip,Biweekly,3669.45,B
Wheat,B,Silty,8,63.87,15.82,63.13,4.86,21.1,170.1,DAP,22.05,Flood,Monthly,4540.39,B
Rice,D,Sandy,6.6,47.9,10.79,60.65,3.41,25,124.9,Urea,59.55,Manual,Biweekly,4330.15,C
Maize,B,Peaty,7,69.04,38.74,78.61,1.43,27.5,102.2,Compost,54.13,Manual,Weekly,3863.86,A
Soybean,D,Loamy,7.6,98.04,32.69,49.02,2.21,28.9,57.8,DAP,95.2,Flood,Daily,7722.43,A
Rice,C,Clay,7.6,93.65,28.4,50.45,1.68,24.6,32.3,Urea,31.08,Flood,Biweekly,7630.1,B
Cotton,A,Sandy,5.5,45.14,21.35,61.65,3.03,30.6,192.8,MOP,78,Manual,Weekly,1824.44,B
Maize,E,Sandy,6.8,73.38,23.99,26.91,1.18,33,132.2,Organic,97.9,Drip,Daily,5178.03,C
Cotton,A,Sandy,5.6,86.89,43.74,80.02,1.6,27,67.8,Urea,55.51,Flood,Daily,7364.99,C
Cotton,E,Loamy,7.6,38.57,45.78,35.3,1.85,18.4,40.5,Urea,45.64,Sprinkler,Weekly,6984.2,E
Wheat,B,Peaty,7.2,32.29,9.57,87.39,1.26,26.5,92.6,DAP,88.33,Drip,Weekly,1738.28,B
Soybean,E,Loamy,5.6,66.27,23.84,21.87,1.55,32.7,45.7,Urea,57.82,Flood,Monthly,1106.46,B
Soybean,A,Silty,5.7,97.56,25.04,92.22,3.82,22.8,108.1,DAP,34.29,Sprinkler,Weekly,2032.4,B
Soybean,B,Silty,6.6,68.35,25.55,72.08,4.56,33.9,128.8,Compost,79.91,Flood,Daily,4739.31,E
Cotton,B,Silty,6.6,67.29,20.5,68.66,3,23.7,104.2,Compost,55.58,Manual,Biweekly,3226.7,E
Rice,E,Peaty,5.7,22.2,42.16,17.6,4.89,27.6,124.9,MOP,47.82,Drip,Weekly,2228.19,D
Soybean,A,Silty,5.7,40.57,32.45,94.29,3.51,27.4,90.1,MOP,41.31,Drip,Monthly,5647.2,B
Cotton,A,Peaty,7.6,58.56,21.7,19.26,1.21,29.9,69.4,DAP,71.74,Drip,Daily,1553.76,E
Cotton,E,Loamy,6.5,85.04,30.67,37.94,4.25,32.1,130,Urea,91.18,Drip,Biweekly,4428.18,D
Wheat,E,Loamy,7.9,86.58,39.93,11.76,1.27,23.1,173.5,DAP,40,Drip,Monthly,4596.16,E
Maize,C,Clay,7.7,55.25,29.62,20.69,2.56,32.3,7.9,Urea,47.06,Drip,Biweekly,5355.28,D
Maize,C,Silty,6.6,11.75,7.37,43.17,2.21,21.7,180.7,Organic,76.68,Flood,Monthly,4210.81,A
Rice,B,Clay,5.5,26.64,20.75,16.14,4.52,20.4,38.1,Urea,58.45,Manual,Daily,7101.09,B
Wheat,E,Clay,7.8,15.23,6.08,59.64,1.73,31.6,155.9,Compost,77.86,Flood,Monthly,5593.4,E
Rice,D,Sandy,5.7,49.21,33.72,68.89,1.69,33.9,20.9,MOP,87.1,Manual,Monthly,6556.87,A
Wheat,B,Sandy,6.2,68.92,45.65,76.16,2.14,31,86,DAP,85.03,Flood,Weekly,6190.42,B
Wheat,C,Sandy,7.1,39.39,36.53,99.62,3.52,25.6,93.6,MOP,84.37,Manual,Weekly,7913.72,E
Rice,D,Silty,6,36.01,10.46,61.09,1.32,19.7,109.8,MOP,40.11,Manual,Monthly,7313.62,C
Rice,B,Peaty,7.5,35.7,26.61,62.67,1.98,31.4,94.1,Organic,92.39,Sprinkler,Biweekly,2695.36,C
Maize,D,Sandy,7.4,42.87,9.04,57.84,3.72,20.8,59.5,Urea,53.45,Sprinkler,Monthly,1008.99,C
Soybean,B,Silty,6.6,40.43,26.91,54.96,3.99,23,129,Compost,42.98,Sprinkler,Weekly,3191.04,B
Soybean,E,Clay,5.7,86.13,35.55,43.95,4.25,32.1,180.5,Organic,69.73,Manual,Monthly,5059.74,E
Maize,E,Sandy,7.9,96.17,47.92,51.46,1.54,21.5,64.1,MOP,21.23,Drip,Monthly,5040.15,C
Rice,E,Sandy,6.9,13.96,17.35,18.54,2.69,31.6,178.1,Compost,39.05,Sprinkler,Monthly,5784.81,C
Rice,B,Peaty,7.8,46.8,10.01,34.5,4.06,22.2,97.9,MOP,89.75,Drip,Monthly,4512.84,A
Wheat,E,Peaty,6.8,93.86,13.35,58.42,3.7,27.5,142.7,Urea,36.83,Drip,Biweekly,3702.51,D
Cotton,B,Clay,6.4,43.61,14.49,31.97,1.94,28.3,184.3,Organic,80.04,Flood,Biweekly,6993.01,B
Wheat,B,Peaty,6.7,49.66,33.88,89.96,2.05,29.4,121.8,Organic,73.8,Sprinkler,Monthly,5432.93,E
Rice,B,Loamy,6.9,70.11,31.99,47.9,4.48,19.6,41.8,Organic,90.98,Drip,Biweekly,6118.17,D
Cotton,A,Sandy,6.4,41.7,29.34,41.05,3.09,33.3,86.4,Compost,44.95,Flood,Weekly,7097.3,C
Cotton,B,Peaty,7.1,95.62,44.07,10.76,4.99,31.8,106.2,DAP,31.74,Manual,Daily,5887.66,A
Rice,E,Sandy,6,14.85,40.14,92.41,2.32,25.8,175.6,Urea,32.74,Manual,Monthly,3800.75,A
Maize,C,Loamy,6.9,11.26,15.02,43.29,1.9,25.2,88.8,Urea,50.23,Flood,Weekly,2174.89,C
Cotton,B,Peaty,7.3,60.28,43.43,79.23,1.6,27.7,190.8,MOP,36.78,Sprinkler,Biweekly,6738.81,D
Rice,B,Loamy,7.9,44.26,30.15,33.11,2.03,23.9,193.8,MOP,73.29,Drip,Daily,7499.07,C
Cotton,A,Clay,7.2,75.29,18.48,63.28,3.73,24.7,56.7,DAP,86.11,Flood,Monthly,7030.73,B
Wheat,A,Silty,5.8,66.94,15.24,71.29,3.39,32.5,124.4,Urea,31.53,Flood,Biweekly,6042.01,B
Maize,C,Sandy,6.4,58.24,29.04,96.69,3.15,19.4,153.6,Urea,35.8,Manual,Biweekly,4793.78,A
Cotton,A,Clay,6.8,25.82,37.78,74.01,4.87,24.6,199.4,Compost,96.41,Sprinkler,Daily,7957.2,D
Maize,D,Sandy,5.9,59.54,10.83,49.07,1.58,18.1,5.6,Urea,98.28,Manual,Daily,6025,E
Soybean,E,Clay,7,72.26,20.78,21.51,3.09,23.1,184.1,Compost,31.6,Manual,Daily,3157.25,A
Wheat,A,Peaty,7.1,16.56,6.39,89.16,1.73,22.4,119.9,MOP,52.68,Sprinkler,Daily,3978.26,D
Cotton,A,Silty,6,41.86,10.26,24.22,1.23,28.5,153.8,DAP,79.08,Sprinkler,Daily,5948.17,C
Cotton,B,Peaty,6.6,68.95,7.12,79.36,4.4,16.6,170.7,DAP,70.89,Sprinkler,Biweekly,7631.77,E
Cotton,E,Peaty,6.8,76.55,49.29,41.75,3.91,19.5,79.3,DAP,90.88,Manual,Weekly,5612.95,B
Maize,A,Loamy,7.2,62.8,9.26,94.09,2.98,18.9,116.3,Urea,54.61,Flood,Weekly,7329.62,D
Soybean,C,Peaty,7.8,72.2,39.45,79.07,1.54,18.5,32.9,MOP,65.96,Sprinkler,Daily,7504.93,A
Soybean,D,Peaty,7.5,57,48.73,48.44,4.41,17.8,22.5,MOP,64.69,Drip,Monthly,3793.6,C
Wheat,D,Peaty,7.7,28.29,6.67,85.6,4.39,17.9,2.3,Urea,66.07,Flood,Daily,2237.06,C
Wheat,C,Loamy,7.4,70.89,37.72,85.73,1.35,33.9,81.4,Compost,90.26,Drip,Monthly,3733.18,A
Rice,A,Clay,7.8,33.74,31.6,92.64,4.31,23.4,136.4,MOP,27.29,Drip,Monthly,1725.04,C
Rice,B,Peaty,5.8,51.16,17.02,92.75,1.17,20.5,199.8,Organic,67.75,Flood,Monthly,3912,E
Rice,C,Silty,7,33.47,18.86,94.07,3.46,30.5,146.7,Organic,65.32,Drip,Biweekly,5066.66,B
Soybean,B,Silty,7.9,97.62,20.9,72.71,3.79,15.9,90.9,DAP,33.68,Manual,Biweekly,6071.61,D
Maize,A,Sandy,7.9,42.25,22.03,43.49,3.59,24.2,49.5,MOP,66.94,Flood,Weekly,6054.91,E
Cotton,B,Silty,7.7,13.46,19.4,21.17,4.33,20.8,24.3,MOP,54.92,Manual,Weekly,6452.55,A
Soybean,B,Peaty,6.4,38.52,21.32,64.21,2.79,24.6,44.5,Compost,99.26,Sprinkler,Biweekly,3819.98,E
Soybean,C,Silty,7.7,93.49,39.13,51.51,1.96,23.5,168,Organic,34.86,Manual,Monthly,1016.51,C
Rice,A,Loamy,6.4,78.06,40.13,94.82,3.69,18.8,127.4,Compost,82.34,Drip,Daily,6826.28,E
Rice,E,Sandy,7,95.29,37.68,51.45,3.21,17.9,187.8,DAP,59.35,Manual,Monthly,3122.91,C
Soybean,A,Silty,6,62.82,36.63,38.09,4.67,21.9,143.9,DAP,25.09,Manual,Weekly,4100.1,C
Cotton,C,Silty,7.2,65.53,5.26,77.31,2.27,33.1,71.5,Organic,42.62,Sprinkler,Daily,6415.49,A
Rice,A,Peaty,7.1,20.89,9.29,77.96,2.07,21.6,55.3,MOP,36.16,Flood,Monthly,2766.24,C
Soybean,C,Silty,6.1,89.94,12.15,33.03,2.18,25.9,187.6,DAP,27.52,Manual,Biweekly,1046.79,D
Maize,A,Sandy,5.6,37.94,39.97,86.72,2.2,32.2,11.6,MOP,38.72,Flood,Monthly,3816.76,B
Maize,A,Sandy,6.8,84.26,17.8,46.02,4.25,24.2,76.3,Organic,87.17,Sprinkler,Biweekly,5108.68,B
Soybean,A,Clay,6.4,99.18,8.18,74.81,1.25,18.2,36.2,Compost,82.09,Drip,Biweekly,6695.63,E
Cotton,B,Peaty,7.7,34.37,45.4,51.02,3.72,34.8,171.5,DAP,49.24,Flood,Daily,4369.44,B
Soybean,D,Peaty,5.9,15.75,7.89,98.43,1.29,18.9,197.7,Compost,35.79,Sprinkler,Biweekly,4583.18,B
Wheat,B,Silty,7.7,70.44,39.01,73.6,1.06,17.3,162.5,Urea,73.71,Sprinkler,Monthly,2346.35,C
Soybean,E,Sandy,7.7,16.57,6.72,19.29,2.1,26.9,29.7,Organic,90.94,Drip,Daily,5568.7,B
Maize,B,Clay,5.9,32.15,22.23,35.38,1.98,18.2,121.6,DAP,93.6,Flood,Biweekly,4100.75,B
Wheat,C,Silty,6.8,82.07,40.53,96.38,3.72,33.9,87.6,Organic,48.13,Drip,Biweekly,1059.89,D
Maize,B,Clay,7.2,36.67,34.95,98.53,4.54,18.3,188.7,DAP,91,Drip,Daily,2132.64,A
Cotton,D,Peaty,6,76.41,18.2,31.11,3.42,20.1,190.8,Organic,65.13,Manual,Monthly,3915.44,E
Maize,E,Sandy,5.9,14.87,41.8,66.13,4.71,31.7,58.6,Urea,70.24,Drip,Daily,7559.13,C
Maize,C,Silty,7.8,23.35,26.67,65.58,3.63,34.8,46.4,Compost,41.63,Flood,Weekly,1984.54,C
Maize,B,Loamy,5.9,22.61,36.2,26.85,1.76,16.4,2,MOP,71.91,Sprinkler,Biweekly,4409.82,E
Soybean,B,Clay,6.8,18.44,49.29,40.88,1.06,22.8,128,Compost,38.95,Sprinkler,Daily,7204.39,C
Wheat,E,Peaty,7.3,85.38,18.04,48.73,2.68,17.6,174.5,Compost,41.75,Flood,Biweekly,3791.23,C
Soybean,D,Clay,6.9,92.72,7.82,42.99,1.42,26.2,130.4,Compost,87.95,Manual,Biweekly,7539.72,E
Wheat,D,Sandy,6.1,12.68,18.24,95.28,2.37,34.1,69.3,Organic,29.56,Drip,Weekly,6678.66,E
Cotton,A,Silty,7.8,92.17,32.2,67.52,2.18,33.4,147.8,DAP,39.21,Flood,Biweekly,2708.7,B
Wheat,D,Sandy,6.7,35.12,20.8,39.8,4.53,26.3,155.1,Compost,53.87,Manual,Monthly,5496.81,D
Rice,D,Loamy,7.4,70.96,38.42,82.04,1.9,16.5,7.4,Compost,54.32,Flood,Biweekly,2693.68,D
Wheat,E,Silty,6.4,24.16,35.44,64.78,3.88,22.4,24.8,Urea,41.37,Sprinkler,Weekly,2001.18,A
Maize,D,Peaty,7.9,65.58,10.55,23.74,1.52,18.4,94.3,Organic,59.8,Sprinkler,Monthly,2298.12,D
